Date,Team_1,Team_2,T1_Score,T2_Score,T1_Sum,T1_BP,T1_Ratio,T1_Srv_Sum,T1_Srv_Err,T1_Srv_Ace,T1_Srv_Eff,T1_Rec_Sum,T1_Rec_Err,T1_Rec_Pos,T1_Rec_Perf,T1_Att_Sum,T1_Att_Err,T1_Att_Blk,T1_Att_Kill,T1_Att_Kill_Perc,T1_Att_Eff,T1_Blk_Sum,T1_Blk_As,T2_Sum,T2_BP,T2_Ratio,T2_Srv_Sum,T2_Srv_Err,T2_Srv_Ace,T2_Srv_Eff,T2_Rec_Sum,T2_Rec_Err,T2_Rec_Pos,T2_Rec_Perf,T2_Att_Sum,T2_Att_Err,T2_Att_Blk,T2_Att_Kill,T2_Att_Kill_Perc,T2_Att_Eff,T2_Blk_Sum,T2_Blk_As,Winner
"23.11.2022, 16:15",PGE Skra Bełchatów,Czarni Radom,3,0,54.0,29.0,31.0,73.0,12,9.0,8%,39.0,3.0,46%,17%,66,4.0,4.0,39.0,59%,46%,6.0,4,34,11,-1,54,15,3,-20%,61,9,42%,19%,60,5,6,27,45%,26%,4,3,0
"19.10.2022, 17:30",GKS Katowice,Czarni Radom,0,3,45.0,14.0,10.0,71.0,15,2.0,-12%,65.0,4.0,40%,15%,81,9.0,7.0,37.0,45%,25%,6.0,6,53,23,24,79,14,4,-7%,56,2,37%,14%,83,7,6,42,50%,34%,7,12,1
"26.11.2022, 14:45",PGE Skra Bełchatów,ZAKSA Kędzierzyn-Koźle,2,3,73.0,26.0,33.0,106.0,18,7.0,-4%,77.0,6.0,36%,14%,101,7.0,9.0,57.0,56%,40%,9.0,10,72,24,26,99,22,6,-9%,88,7,51%,27%,118,8,9,57,48%,33%,9,9,1
"26.11.2022, 17:30",Jastrzębski Węgiel,Cuprum Lubin,1,3,55.0,17.0,7.0,90.0,24,3.0,-18%,69.0,3.0,46%,18%,89,9.0,12.0,45.0,50%,26%,7.0,7,63,21,19,96,27,3,-20%,66,3,50%,13%,88,7,7,48,54%,38%,12,3,1
"28.11.2022, 17:30",AZS Olsztyn,Ślepsk Malow Suwałki,2,3,84.0,26.0,38.0,112.0,29,6.0,-16%,92.0,3.0,55%,22%,135,6.0,8.0,74.0,54%,44%,4.0,10,73,21,40,111,19,3,-11%,83,6,43%,19%,108,4,4,62,57%,50%,8,10,1
"26.11.2022, 20:30",LUK  Lublin,Barkom Każany Lwów,3,2,71.0,32.0,34.0,112.0,11,7.0,0%,78.0,5.0,37%,11%,125,8.0,13.0,53.0,42%,25%,11.0,20,82,24,26,104,26,5,-16%,101,7,39%,17%,143,12,11,64,44%,28%,13,16,0
"27.11.2022, 14:45",Warta Zawiercie,Projekt Warszawa,3,0,49.0,20.0,27.0,73.0,9,5.0,2%,44.0,2.0,56%,22%,66,4.0,7.0,38.0,57%,40%,6.0,5,51,11,15,66,22,2,-28%,64,5,39%,18%,68,3,6,42,61%,48%,7,6,0
"27.11.2022, 17:30",BBTS Bielsko-Biała,Asseco Resovia,0,3,38.0,10.0,7.0,57.0,17,2.0,-19%,61.0,4.0,40%,21%,88,5.0,5.0,32.0,36%,25%,4.0,6,51,28,27,74,13,4,-8%,40,2,52%,22%,77,5,4,42,54%,42%,5,8,1
"25.11.2022, 20:30",Stal Nysa,Trefl Gdańsk,1,3,60.0,16.0,19.0,82.0,15,3.0,-4%,82.0,8.0,39%,12%,109,10.0,8.0,49.0,44%,28%,8.0,2,70,27,40,96,14,8,-3%,67,3,35%,19%,85,5,8,54,63%,48%,8,9,1
"05.12.2022, 17:30",Trefl Gdańsk,GKS Katowice,3,1,76.0,25.0,36.0,97.0,24,7.0,-12%,83.0,2.0,49%,12%,111,5.0,9.0,60.0,54%,41%,9.0,14,60,22,25,97,14,2,-3%,73,7,36%,16%,104,5,9,49,47%,33%,9,15,0
"01.12.2022, 17:30",Asseco Resovia,Stal Nysa,3,0,53.0,28.0,35.0,74.0,10,6.0,0%,37.0,2.0,35%,16%,66,3.0,3.0,36.0,54%,45%,11.0,8,40,8,3,55,17,2,-23%,64,6,26%,15%,83,3,11,35,42%,25%,3,6,0
"02.12.2022, 20:30",Projekt Warszawa,BBTS Bielsko-Biała,3,0,61.0,30.0,36.0,73.0,14,7.0,-1%,44.0,4.0,52%,22%,73,3.0,4.0,47.0,64%,54%,7.0,15,32,9,4,53,9,4,-5%,59,7,45%,13%,68,5,7,24,35%,17%,4,5,0
"04.12.2022, 17:30",Barkom Każany Lwów,Warta Zawiercie,0,3,46.0,12.0,20.0,65.0,14,2.0,-13%,61.0,3.0,42%,13%,82,8.0,1.0,37.0,45%,34%,7.0,2,48,15,24,73,12,3,-9%,51,2,43%,13%,86,3,7,44,51%,39%,1,5,1
"03.12.2022, 17:30",Ślepsk Malow Suwałki,LUK  Lublin,2,3,73.0,25.0,36.0,101.0,12,7.0,0%,93.0,7.0,49%,10%,124,8.0,10.0,59.0,47%,33%,7.0,5,86,35,48,106,13,7,0%,89,7,41%,17%,129,11,7,69,53%,39%,10,12,1
"03.12.2022, 20:30",AZS Olsztyn,Cuprum Lubin,3,0,48.0,16.0,23.0,74.0,12,2.0,-13%,46.0,3.0,52%,32%,68,5.0,5.0,36.0,52%,38%,10.0,6,43,9,6,63,17,3,-20%,62,2,54%,30%,76,8,10,35,46%,22%,5,3,0
"03.12.2022, 14:45",PGE Skra Bełchatów,Jastrzębski Węgiel,3,2,79.0,27.0,28.0,103.0,20,4.0,-5%,91.0,12.0,31%,9%,124,7.0,12.0,62.0,50%,34%,13.0,11,78,28,36,107,16,12,-1%,83,4,49%,20%,107,9,13,54,50%,29%,12,12,0
"04.12.2022, 14:45",ZAKSA Kędzierzyn-Koźle,Czarni Radom,3,2,76.0,29.0,36.0,110.0,18,3.0,-11%,81.0,8.0,33%,18%,115,3.0,11.0,62.0,53%,41%,11.0,11,80,29,35,101,20,8,-10%,92,3,35%,17%,132,11,11,61,46%,29%,11,14,0
"08.12.2022, 16:15",GKS Katowice,ZAKSA Kędzierzyn-Koźle,1,3,62.0,13.0,19.0,86.0,18,4.0,-15%,87.0,3.0,45%,21%,119,7.0,15.0,55.0,46%,27%,3.0,15,73,26,44,103,16,3,-6%,68,4,51%,26%,109,6,3,55,50%,42%,15,15,1
"06.12.2022, 21:00",Jastrzębski Węgiel,Czarni Radom,3,0,55.0,26.0,26.0,74.0,12,5.0,-2%,49.0,2.0,46%,24%,73,8.0,7.0,40.0,54%,34%,10.0,5,41,9,8,62,13,2,-16%,62,5,33%,8%,77,5,10,32,41%,22%,7,3,0
"07.12.2022, 16:15",AZS Olsztyn,PGE Skra Bełchatów,3,1,74.0,29.0,33.0,100.0,21,5.0,-13%,73.0,3.0,54%,24%,117,13.0,4.0,57.0,48%,34%,12.0,18,55,15,11,91,18,3,-14%,79,5,46%,20%,128,9,12,48,37%,21%,4,13,0
"07.12.2022, 18:30",LUK  Lublin,Cuprum Lubin,3,0,51.0,23.0,33.0,72.0,5,4.0,1%,47.0,3.0,38%,21%,76,4.0,6.0,38.0,50%,36%,9.0,7,49,13,15,61,14,3,-13%,67,4,43%,19%,78,7,9,40,51%,30%,6,10,0
"06.12.2022, 18:30",Warta Zawiercie,Ślepsk Malow Suwałki,3,0,46.0,27.0,28.0,73.0,11,7.0,1%,29.0,2.0,51%,31%,55,3.0,2.0,30.0,54%,45%,9.0,8,32,8,-9,48,19,2,-29%,62,7,40%,17%,66,6,9,28,42%,19%,2,4,0
"07.12.2022, 21:00",BBTS Bielsko-Biała,Barkom Każany Lwów,0,3,47.0,17.0,15.0,69.0,14,5.0,-10%,66.0,4.0,28%,15%,83,5.0,9.0,36.0,43%,26%,6.0,10,62,27,34,82,16,4,-3%,55,5,45%,14%,81,1,6,49,60%,51%,9,11,1
"06.12.2022, 16:15",Stal Nysa,Projekt Warszawa,1,3,59.0,16.0,19.0,82.0,16,8.0,-9%,75.0,5.0,42%,10%,88,8.0,11.0,46.0,52%,30%,5.0,4,67,26,33,92,17,5,-8%,66,8,40%,15%,86,4,5,51,59%,48%,11,5,1
"08.12.2022, 18:30",Trefl Gdańsk,Asseco Resovia,2,3,74.0,27.0,25.0,106.0,24,7.0,-11%,87.0,5.0,51%,24%,126,8.0,12.0,53.0,42%,26%,14.0,9,74,31,27,107,20,5,-12%,82,7,34%,10%,113,6,14,57,50%,32%,12,14,1
"12.12.2022, 17:30",Asseco Resovia,GKS Katowice,3,0,58.0,20.0,31.0,74.0,18,6.0,-12%,53.0,3.0,39%,20%,71,3.0,3.0,46.0,64%,56%,6.0,4,42,12,12,65,12,3,-9%,56,6,35%,16%,65,6,6,36,55%,36%,3,7,0
"11.12.2022, 17:30",Projekt Warszawa,Trefl Gdańsk,3,0,61.0,23.0,43.0,76.0,10,4.0,1%,57.0,2.0,49%,26%,95,2.0,4.0,49.0,51%,45%,8.0,13,48,15,21,68,11,2,-10%,66,4,50%,30%,93,4,8,42,45%,32%,4,10,0
"13.12.2022, 20:30",Barkom Każany Lwów,Stal Nysa,1,3,47.0,17.0,-3.0,80.0,20,4.0,-17%,70.0,9.0,41%,14%,87,11.0,10.0,34.0,39%,14%,9.0,4,58,26,16,94,23,9,-10%,60,4,38%,6%,89,6,9,39,43%,26%,10,3,1
"12.12.2022, 20:30",Ślepsk Malow Suwałki,BBTS Bielsko-Biała,3,0,46.0,20.0,18.0,74.0,14,5.0,-9%,42.0,3.0,57%,33%,77,2.0,9.0,31.0,40%,25%,10.0,4,37,11,-4,56,14,3,-19%,60,5,40%,11%,76,12,10,25,32%,3%,9,5,0
"10.12.2022, 17:30",Cuprum Lubin,Warta Zawiercie,1,3,69.0,24.0,20.0,95.0,22,6.0,-13%,88.0,4.0,53%,25%,121,9.0,14.0,52.0,42%,23%,11.0,14,72,31,32,103,15,4,-6%,73,6,50%,23%,105,8,11,54,51%,33%,14,13,1
"10.12.2022, 14:45",PGE Skra Bełchatów,LUK  Lublin,3,0,50.0,24.0,28.0,74.0,8,6.0,4%,40.0,4.0,40%,7%,65,3.0,7.0,36.0,55%,40%,8.0,7,43,11,5,55,15,4,-16%,66,6,37%,19%,69,9,8,32,46%,21%,7,3,0
"10.12.2022, 20:30",Czarni Radom,AZS Olsztyn,0,3,47.0,11.0,11.0,61.0,15,3.0,-18%,67.0,7.0,38%,25%,94,8.0,6.0,41.0,43%,28%,3.0,11,51,23,35,74,7,7,4%,46,3,52%,32%,73,3,3,38,52%,43%,6,8,1
"11.12.2022, 14:45",Jastrzębski Węgiel,ZAKSA Kędzierzyn-Koźle,2,3,75.0,26.0,29.0,102.0,23,4.0,-14%,86.0,3.0,52%,20%,133,5.0,15.0,58.0,43%,28%,13.0,17,75,26,35,105,19,3,-14%,79,4,40%,15%,115,4,13,57,49%,34%,15,19,1
"17.12.2022, 20:30",GKS Katowice,Jastrzębski Węgiel,0,3,43.0,9.0,8.0,59.0,16,0.0,-27%,65.0,5.0,58%,27%,71,5.0,9.0,40.0,56%,36%,3.0,3,49,20,32,74,9,5,-2%,43,0,62%,32%,64,5,3,35,54%,42%,9,5,1
"17.12.2022, 17:30",ZAKSA Kędzierzyn-Koźle,AZS Olsztyn,2,3,68.0,31.0,28.0,110.0,10,4.0,0%,78.0,12.0,38%,16%,125,7.0,11.0,58.0,46%,32%,6.0,10,81,27,38,101,23,12,-7%,100,4,45%,18%,123,10,6,59,47%,34%,10,7,1
"16.12.2022, 20:30",Czarni Radom,LUK  Lublin,2,3,76.0,27.0,33.0,97.0,18,4.0,-9%,98.0,6.0,53%,35%,156,11.0,8.0,65.0,41%,29%,7.0,19,77,32,48,110,11,6,-2%,79,4,48%,25%,137,7,7,63,45%,35%,8,13,1
"17.12.2022, 14:45",PGE Skra Bełchatów,Warta Zawiercie,2,3,79.0,31.0,38.0,109.0,17,6.0,-9%,83.0,6.0,39%,19%,117,5.0,13.0,60.0,51%,35%,13.0,17,82,29,34,105,22,6,-10%,92,6,48%,17%,127,7,13,63,49%,33%,13,4,1
"15.12.2022, 17:30",Cuprum Lubin,BBTS Bielsko-Biała,3,1,69.0,23.0,39.0,95.0,13,6.0,-1%,70.0,7.0,38%,20%,103,6.0,4.0,56.0,54%,44%,7.0,15,60,20,21,83,13,7,-3%,82,6,39%,10%,118,13,7,49,41%,24%,4,18,0
"16.12.2022, 17:30",Ślepsk Malow Suwałki,Stal Nysa,0,3,40.0,11.0,10.0,63.0,13,3.0,-12%,59.0,5.0,47%,15%,78,2.0,10.0,35.0,44%,29%,2.0,5,57,22,31,74,15,5,-9%,50,3,52%,22%,82,6,2,42,51%,41%,10,6,1
"18.12.2022, 20:30",Barkom Każany Lwów,Trefl Gdańsk,2,3,72.0,28.0,30.0,103.0,15,11.0,0%,88.0,13.0,34%,9%,117,12.0,2.0,55.0,47%,35%,6.0,9,80,31,37,108,20,13,-4%,88,11,48%,20%,120,6,6,65,54%,44%,2,5,1
"18.12.2022, 13:00",Projekt Warszawa,Asseco Resovia,0,3,34.0,12.0,2.0,47.0,9,5.0,0%,65.0,8.0,47%,18%,73,6.0,9.0,24.0,32%,12%,5.0,7,59,36,38,74,9,8,2%,38,5,47%,18%,66,2,5,42,63%,53%,9,12,1
"21.12.2022, 21:00",Projekt Warszawa,GKS Katowice,3,0,56.0,23.0,30.0,74.0,16,3.0,-12%,51.0,1.0,50%,19%,80,4.0,5.0,44.0,55%,43%,9.0,16,33,8,4,58,7,1,-5%,58,3,55%,17%,80,10,9,27,33%,10%,5,15,0
"23.12.2022, 17:30",Asseco Resovia,Barkom Każany Lwów,3,1,75.0,29.0,46.0,98.0,17,7.0,-4%,66.0,3.0,45%,13%,101,4.0,5.0,59.0,58%,49%,9.0,13,57,15,18,80,14,3,-10%,81,7,30%,9%,110,9,9,49,44%,28%,5,10,0
"22.12.2022, 18:30",Trefl Gdańsk,Ślepsk Malow Suwałki,3,2,79.0,29.0,45.0,106.0,17,6.0,-2%,80.0,4.0,55%,16%,119,6.0,7.0,64.0,53%,42%,9.0,14,76,25,34,102,22,4,-17%,89,6,31%,7%,127,5,9,65,51%,40%,7,12,0
"21.12.2022, 18:30",Stal Nysa,Cuprum Lubin,3,0,53.0,21.0,30.0,74.0,13,7.0,-2%,50.0,5.0,46%,24%,64,2.0,3.0,39.0,60%,53%,7.0,6,45,14,10,64,14,5,-9%,61,7,31%,8%,70,7,7,37,52%,32%,3,5,0
"22.12.2022, 16:15",BBTS Bielsko-Biała,PGE Skra Bełchatów,2,3,80.0,28.0,24.0,105.0,22,9.0,-6%,95.0,7.0,47%,18%,137,14.0,13.0,62.0,45%,25%,9.0,12,75,30,34,111,16,7,-3%,83,9,42%,19%,110,7,9,55,50%,35%,13,10,1
"20.12.2022, 17:30",Warta Zawiercie,Czarni Radom,3,0,56.0,20.0,27.0,74.0,16,5.0,-10%,51.0,6.0,47%,17%,70,1.0,6.0,45.0,64%,54%,6.0,6,43,13,15,62,11,6,-3%,58,5,46%,22%,63,6,6,31,49%,30%,6,9,0
"20.12.2022, 20:30",LUK  Lublin,ZAKSA Kędzierzyn-Koźle,3,2,82.0,26.0,42.0,114.0,14,5.0,-6%,99.0,5.0,42%,16%,137,7.0,14.0,66.0,48%,32%,11.0,9,95,28,49,120,21,5,-10%,100,5,46%,28%,152,9,11,76,50%,36%,14,13,0
"21.12.2022, 16:15",AZS Olsztyn,Jastrzębski Węgiel,3,1,75.0,28.0,41.0,99.0,17,7.0,-3%,76.0,5.0,42%,18%,107,5.0,7.0,57.0,53%,42%,11.0,11,65,20,25,90,14,5,-6%,82,7,41%,15%,100,8,11,53,53%,34%,7,10,0
"17.01.2023, 20:30",GKS Katowice,AZS Olsztyn,1,3,64.0,19.0,19.0,99.0,19,4.0,-7%,88.0,10.0,44%,21%,115,5.0,11.0,55.0,47%,33%,5.0,11,83,33,44,108,20,10,-5%,80,4,48%,21%,115,10,5,62,53%,40%,11,10,1
"29.12.2022, 16:15",Jastrzębski Węgiel,LUK  Lublin,2,3,87.0,27.0,36.0,110.0,23,8.0,-10%,101.0,7.0,45%,16%,134,9.0,12.0,67.0,50%,34%,12.0,9,82,29,44,115,14,7,-2%,87,8,47%,22%,108,4,12,63,58%,43%,12,12,1
"30.12.2022, 17:30",ZAKSA Kędzierzyn-Koźle,Warta Zawiercie,3,1,67.0,28.0,32.0,96.0,12,6.0,-3%,77.0,7.0,48%,32%,96,8.0,8.0,48.0,50%,33%,13.0,9,68,27,25,90,13,7,1%,83,6,55%,28%,117,11,13,53,45%,24%,8,10,0
"28.12.2022, 17:30",Czarni Radom,BBTS Bielsko-Biała,2,3,76.0,23.0,30.0,103.0,19,7.0,-6%,93.0,5.0,54%,29%,133,10.0,12.0,62.0,46%,30%,7.0,12,75,26,36,108,15,5,-2%,84,7,27%,15%,126,10,7,58,46%,32%,12,12,1
"30.12.2022, 20:30",PGE Skra Bełchatów,Stal Nysa,2,3,72.0,29.0,26.0,100.0,16,8.0,-2%,87.0,9.0,44%,24%,115,12.0,9.0,56.0,48%,30%,8.0,10,75,32,33,105,18,9,-6%,84,8,39%,9%,112,8,8,57,50%,36%,9,8,1
"03.01.2023, 17:30",Ślepsk Malow Suwałki,Asseco Resovia,1,3,65.0,18.0,34.0,91.0,11,5.0,1%,79.0,5.0,53%,24%,110,7.0,8.0,53.0,48%,34%,7.0,2,78,22,43,98,19,5,-11%,80,5,45%,16%,103,4,7,65,63%,52%,8,5,1
"28.12.2022, 20:30",Barkom Każany Lwów,Projekt Warszawa,0,3,40.0,12.0,6.0,64.0,9,6.0,-4%,59.0,9.0,40%,11%,74,11.0,5.0,33.0,44%,22%,1.0,5,55,20,27,74,15,9,-6%,55,6,41%,20%,71,6,1,41,57%,47%,5,1,1
"09.01.2023, 17:30",Barkom Każany Lwów,GKS Katowice,3,0,63.0,24.0,32.0,80.0,17,6.0,-6%,58.0,7.0,39%,13%,86,3.0,4.0,47.0,54%,46%,10.0,8,49,17,16,71,13,7,-7%,63,6,38%,12%,81,4,10,38,46%,29%,4,3,0
"07.01.2023, 20:30",Projekt Warszawa,Ślepsk Malow Suwałki,3,0,67.0,26.0,44.0,75.0,15,4.0,-13%,53.0,0.0,45%,15%,84,5.0,3.0,53.0,63%,53%,10.0,13,36,8,13,58,5,0,-5%,60,4,43%,16%,77,4,10,33,42%,24%,3,12,0
"08.01.2023, 20:30",Asseco Resovia,Cuprum Lubin,2,3,70.0,27.0,23.0,107.0,17,6.0,-3%,76.0,3.0,38%,15%,110,12.0,15.0,49.0,44%,20%,15.0,7,77,23,20,106,30,3,-23%,90,6,44%,17%,110,6,15,59,53%,34%,15,9,1
"07.01.2023, 17:30",Trefl Gdańsk,PGE Skra Bełchatów,3,1,67.0,29.0,43.0,93.0,13,11.0,2%,59.0,2.0,45%,23%,83,2.0,7.0,45.0,54%,43%,11.0,11,56,15,7,75,16,2,-13%,80,11,32%,8%,103,11,11,47,45%,24%,7,10,0
"08.01.2023, 17:30",Stal Nysa,Czarni Radom,3,1,69.0,26.0,24.0,98.0,27,4.0,-19%,71.0,6.0,33%,14%,96,3.0,9.0,54.0,56%,43%,11.0,13,60,19,20,92,21,6,-9%,71,4,47%,22%,93,4,11,45,48%,32%,9,4,0
"06.01.2023, 20:30",BBTS Bielsko-Biała,ZAKSA Kędzierzyn-Koźle,0,3,47.0,16.0,18.0,66.0,12,4.0,-10%,61.0,2.0,39%,13%,83,7.0,8.0,32.0,38%,20%,11.0,9,54,20,22,74,13,2,-4%,54,4,50%,12%,94,4,11,44,46%,30%,8,9,1
"06.01.2023, 17:30",Warta Zawiercie,Jastrzębski Węgiel,3,2,73.0,25.0,32.0,110.0,22,5.0,-12%,80.0,5.0,55%,27%,111,7.0,7.0,54.0,48%,36%,14.0,16,75,24,21,106,26,5,-17%,88,5,36%,18%,122,9,14,63,51%,32%,7,14,0
"07.01.2023, 14:45",LUK  Lublin,AZS Olsztyn,3,1,69.0,27.0,36.0,97.0,12,4.0,-2%,69.0,3.0,49%,26%,109,9.0,9.0,53.0,48%,32%,12.0,12,65,20,23,89,20,3,-14%,85,4,47%,20%,116,6,12,53,45%,30%,9,8,0
"13.01.2023, 20:30",GKS Katowice,LUK  Lublin,0,3,43.0,9.0,11.0,62.0,12,1.0,-14%,64.0,6.0,43%,21%,83,6.0,8.0,37.0,44%,27%,5.0,11,54,23,34,74,10,6,-2%,50,1,46%,12%,71,4,5,40,56%,43%,8,11,1
"14.01.2023, 14:45",AZS Olsztyn,Warta Zawiercie,3,0,62.0,23.0,34.0,78.0,13,6.0,-5%,60.0,1.0,40%,20%,92,8.0,6.0,50.0,54%,39%,6.0,14,44,11,14,70,10,1,-4%,65,6,43%,20%,90,8,6,37,41%,25%,6,11,0
"15.01.2023, 20:30",Jastrzębski Węgiel,BBTS Bielsko-Biała,3,0,49.0,21.0,20.0,73.0,15,6.0,-8%,44.0,1.0,56%,25%,75,8.0,5.0,38.0,50%,33%,5.0,11,32,6,2,57,13,1,-15%,58,6,37%,18%,72,6,5,26,36%,20%,5,10,0
"16.01.2023, 20:30",ZAKSA Kędzierzyn-Koźle,Stal Nysa,3,0,51.0,25.0,27.0,74.0,7,11.0,6%,46.0,5.0,52%,30%,72,7.0,5.0,36.0,50%,33%,4.0,10,46,13,9,63,17,5,-19%,67,11,38%,10%,85,5,4,36,42%,31%,5,6,0
"15.01.2023, 17:30",Czarni Radom,Trefl Gdańsk,1,3,67.0,22.0,18.0,101.0,24,4.0,-15%,83.0,9.0,46%,26%,110,11.0,5.0,53.0,48%,33%,10.0,13,67,25,23,104,21,9,-9%,77,4,46%,28%,104,9,10,53,50%,32%,5,17,1
"15.01.2023, 14:45",Asseco Resovia,PGE Skra Bełchatów,3,0,53.0,26.0,27.0,74.0,18,7.0,-10%,38.0,5.0,28%,13%,58,1.0,2.0,38.0,65%,60%,8.0,7,35,10,-2,55,17,5,-20%,56,7,30%,12%,58,5,8,28,48%,25%,2,5,0
"16.01.2023, 17:30",Cuprum Lubin,Projekt Warszawa,0,3,41.0,12.0,7.0,63.0,12,5.0,-6%,58.0,8.0,43%,22%,66,8.0,6.0,31.0,46%,25%,5.0,10,54,22,25,73,15,8,1%,51,5,37%,17%,74,4,5,40,54%,41%,6,5,1
"14.01.2023, 20:30",Ślepsk Malow Suwałki,Barkom Każany Lwów,3,0,53.0,25.0,33.0,73.0,9,5.0,-1%,43.0,2.0,55%,27%,65,6.0,3.0,39.0,60%,46%,9.0,11,39,10,4,56,13,2,-12%,64,5,39%,15%,75,8,9,34,45%,22%,3,2,0
"22.01.2023, 17:30",Ślepsk Malow Suwałki,GKS Katowice,3,0,48.0,22.0,24.0,73.0,17,7.0,-8%,40.0,1.0,52%,32%,70,2.0,4.0,34.0,48%,40%,7.0,7,36,8,-2,58,18,1,-27%,56,7,48%,25%,75,6,7,31,41%,24%,4,7,0
"21.01.2023, 17:30",Barkom Każany Lwów,Cuprum Lubin,3,1,77.0,30.0,31.0,108.0,18,7.0,-7%,81.0,3.0,46%,20%,137,13.0,12.0,59.0,43%,24%,11.0,9,68,24,21,101,20,3,-14%,90,7,38%,17%,124,9,11,53,42%,26%,12,3,0
"22.01.2023, 14:45",Projekt Warszawa,PGE Skra Bełchatów,3,2,78.0,28.0,34.0,121.0,19,6.0,-6%,89.0,8.0,42%,19%,118,9.0,8.0,61.0,51%,37%,11.0,25,87,29,30,118,29,8,-12%,102,6,48%,18%,132,11,11,71,53%,37%,8,17,0
"20.01.2023, 20:30",Asseco Resovia,Czarni Radom,3,0,46.0,18.0,20.0,74.0,14,4.0,-12%,43.0,2.0,44%,13%,66,5.0,5.0,33.0,50%,34%,9.0,9,43,11,1,65,22,2,-27%,60,4,45%,16%,79,7,9,36,45%,25%,5,7,0
"19.01.2023, 17:30",Trefl Gdańsk,ZAKSA Kędzierzyn-Koźle,3,1,78.0,34.0,40.0,96.0,19,15.0,-2%,76.0,2.0,56%,26%,112,9.0,8.0,55.0,49%,33%,8.0,11,59,24,18,89,13,2,-8%,77,15,32%,15%,92,5,8,49,53%,39%,8,12,0
"22.01.2023, 20:30",Jastrzębski Węgiel,Stal Nysa,3,1,72.0,33.0,36.0,96.0,19,6.0,-10%,64.0,2.0,50%,25%,108,5.0,10.0,54.0,50%,36%,12.0,20,58,21,16,83,19,2,-19%,77,6,37%,16%,103,5,12,46,44%,28%,10,9,0
"20.01.2023, 17:30",BBTS Bielsko-Biała,AZS Olsztyn,1,3,56.0,16.0,12.0,82.0,13,4.0,-9%,81.0,6.0,48%,16%,115,14.0,11.0,51.0,44%,22%,1.0,14,68,25,40,96,15,6,-6%,69,4,47%,15%,99,8,1,51,51%,42%,11,10,1
"21.01.2023, 14:45",Warta Zawiercie,LUK  Lublin,3,1,69.0,27.0,33.0,92.0,17,10.0,0%,66.0,5.0,40%,6%,88,6.0,8.0,50.0,56%,40%,9.0,8,57,21,15,83,17,5,-7%,75,10,40%,12%,83,6,9,44,53%,34%,8,5,0
"28.01.2023, 20:30",GKS Katowice,Warta Zawiercie,3,0,59.0,21.0,42.0,73.0,11,7.0,1%,55.0,3.0,36%,12%,82,2.0,6.0,45.0,54%,45%,7.0,7,50,13,27,67,12,3,-10%,62,7,43%,14%,78,4,7,41,52%,38%,6,9,0
"29.01.2023, 14:45",LUK  Lublin,BBTS Bielsko-Biała,3,1,64.0,37.0,42.0,95.0,13,16.0,5%,51.0,4.0,45%,27%,82,4.0,11.0,37.0,45%,26%,11.0,11,49,15,4,69,18,4,-18%,82,16,28%,14%,94,9,11,34,36%,14%,11,11,0
"27.01.2023, 17:30",AZS Olsztyn,Stal Nysa,3,1,76.0,32.0,51.0,97.0,18,12.0,-6%,69.0,1.0,52%,30%,102,3.0,7.0,56.0,54%,45%,8.0,8,59,20,25,85,16,1,-12%,79,12,40%,16%,99,5,8,51,51%,38%,7,12,0
"28.01.2023, 17:30",Jastrzębski Węgiel,Trefl Gdańsk,3,0,57.0,26.0,32.0,86.0,13,6.0,-3%,52.0,1.0,50%,28%,86,9.0,5.0,41.0,47%,31%,10.0,16,50,13,16,76,24,1,-27%,73,6,42%,15%,101,4,10,44,43%,29%,5,10,0
"28.01.2023, 14:45",ZAKSA Kędzierzyn-Koźle,Asseco Resovia,3,1,61.0,26.0,31.0,94.0,17,6.0,-4%,67.0,4.0,38%,20%,101,9.0,9.0,48.0,47%,29%,7.0,8,62,22,22,90,23,4,-17%,77,6,38%,19%,102,10,7,49,48%,31%,9,13,0
"30.01.2023, 20:30",Czarni Radom,Projekt Warszawa,0,3,35.0,2.0,9.0,53.0,14,0.0,-22%,53.0,3.0,50%,30%,71,9.0,8.0,34.0,47%,23%,1.0,1,53,16,33,76,15,5,-11%,47,2,61%,27%,53,2,1,40,75%,69%,8,3,1
"29.01.2023, 20:30",PGE Skra Bełchatów,Barkom Każany Lwów,0,3,54.0,20.0,21.0,69.0,17,4.0,-10%,66.0,9.0,42%,19%,93,7.0,11.0,48.0,51%,32%,2.0,7,53,25,35,77,11,9,-1%,52,4,26%,13%,62,3,2,33,53%,45%,11,4,1
"30.01.2023, 17:30",Cuprum Lubin,Ślepsk Malow Suwałki,3,2,74.0,24.0,46.0,86.0,17,5.0,-10%,79.0,3.0,58%,36%,110,8.0,11.0,59.0,53%,36%,10.0,18,71,23,35,117,22,5,-11%,85,7,41%,14%,107,7,10,55,51%,35%,11,12,0
"06.02.2023, 20:30",Cuprum Lubin,GKS Katowice,0,3,41.0,8.0,13.0,52.0,13,1.0,-19%,65.0,5.0,55%,18%,82,9.0,12.0,38.0,46%,20%,2.0,8,51,27,40,74,9,5,0%,39,1,48%,28%,61,1,2,34,55%,50%,12,6,1
